step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
200,CASH_OUT,11238.88,C52462441,32383.61,21144.73,C11851322,74064.2,85303.08,0,0
200,TRANSFER,9302.62,C94187049,20887.95,11585.33,C58465780,42855.16,52157.78,0,0
200,TRANSFER,6016.0,C26879290,14642.56,8626.56,C25479814,102238.32,108254.32,0,0
200,DEBIT,11268.45,C42363373,11632.32,363.87,C82553061,38002.91,49271.36,0,0
201,PAYMENT,1442.04,C49209916,480861.24,479419.2,C28784915,0.0,0.0,0,0
201,CASH_IN,16408.55,C70597444,28235.58,11827.03,C65388634,30998.17,47406.72,0,0
201,TRANSFER,7335.83,C61642594,21684.75,14348.92,C14252622,46642.41,53978.24,0,0
201,PAYMENT,4796.59,C97874085,325915.46,321118.87,M96094462,0.0,0.0,0,0
201,PAYMENT,1310.64,C95268296,438219.02,436908.38,C66046380,0.0,0.0,0,0
201,PAYMENT,500.69,C55667651,482188.76,481688.07,C23560308,0.0,0.0,0,0
201,TRANSFER,80734.77,C25419645,91723.46,10988.69,C21674661,169635.55,250370.32,0,0
201,PAYMENT,1306.05,C31172421,6618.43,5312.38,C21523236,0.0,0.0,0,0
201,PAYMENT,261.78,C73380266,71829.74,71567.96,M78090664,0.0,0.0,0,0
201,TRANSFER,904401.62,C82475098,818404.6,0.0,C63992760,29308.46,933710.08,1,1
201,TRANSFER,3693.69,C22119391,5628.86,1935.17,M85554415,104201.34,107895.03,0,0
201,PAYMENT,146.47,C31130263,405089.96,404943.49,C35319707,0.0,0.0,0,0
201,PAYMENT,5106.93,C43642236,183803.87,178696.94,M53627409,0.0,0.0,0,0
202,CASH_IN,2088.93,C77085942,5375.05,3286.12,M61559717,2998.01,5086.94,0,0
202,CASH_OUT,12067.3,C84158663,21073.95,9006.65,C60666702,84142.5,96209.8,0,0
202,PAYMENT,2506.5,C82017516,16182.13,13675.63,C14324134,0.0,0.0,0,0
202,CASH_IN,528.84,C49349722,558.98,30.14,C28808678,47050.23,47579.07,0,0
202,PAYMENT,4866.56,C91737913,73881.72,69015.16,C33336132,0.0,0.0,0,0
202,TRANSFER,271.58,C52352128,892.82,621.24,M41774192,144782.02,145053.6,0,0
202,PAYMENT,906.6,C11250299,51857.39,50950.79,M50237208,0.0,0.0,0,0
202,CASH_OUT,6655.54,C72415804,12244.63,5589.09,C69862640,6632.57,13288.11,0,0
202,CASH_IN,1744.96,C55504725,3365.8,1620.84,C30699187,41507.68,43252.64,0,0
202,TRANSFER,9245.43,C78901038,33013.09,23767.66,C66791272,162075.6,171321.03,0,0
202,TRANSFER,2323.84,C24942603,8595.06,6271.22,C62755436,52115.46,54439.3,0,0
202,CASH_IN,9647.41,C32151928,20066.34,10418.93,C47726592,95690.54,105337.95,0,0
202,TRANSFER,11193.25,C82506491,27741.41,16548.16,C23851475,166386.78,177580.03,0,0
202,PAYMENT,1187.19,C34166826,64664.82,63477.63,M46702849,0.0,0.0,0,0
203,CASH_OUT,3669.75,C96934122,4716.33,1046.58,M59115280,65920.99,69590.74,0,0
203,CASH_IN,4775.27,C94982908,11625.57,6850.3,M18041391,28229.98,33005.25,0,0
203,TRANSFER,17848.92,C49613214,31271.52,13422.6,M72608888,146276.02,164124.94,0,0
203,PAYMENT,738.02,C55076693,355809.31,355071.29,C63991141,0.0,0.0,0,0
203,PAYMENT,857.94,C45652586,296210.76,295352.82,C29081953,0.0,0.0,0,0
203,CASH_OUT,3359.92,C78299645,5152.28,1792.36,C79255529,89953.21,93313.13,0,0
203,CASH_OUT,4345.88,C13637575,5608.11,1262.23,C67790557,73641.03,77986.91,0,0
203,PAYMENT,2500.93,C20939011,374472.1,371971.17,M36867482,0.0,0.0,0,0
203,PAYMENT,391.14,C57123808,316676.35,316285.21,C65556767,0.0,0.0,0,0
203,TRANSFER,3727.04,C39738898,3887.17,160.13,M82905845,127291.5,131018.54,0,0
203,PAYMENT,1577.45,C96721710,120439.01,118861.56,C58335011,0.0,0.0,0,0
203,TRANSFER,734145.15,C39742165,902147.09,0.0,C92533595,86952.58,821097.73,1,1
203,TRANSFER,41023.53,C43742830,96798.33,55774.8,C88790652,53298.12,94321.65,0,0
204,CASH_OUT,10004.65,C69421007,23119.96,13115.31,M22086184,51449.09,61453.74,0,0
204,PAYMENT,1273.19,C20993268,498349.48,497076.29,C29228089,0.0,0.0,0,0
204,DEBIT,4424.61,C30863865,7442.04,3017.43,C69959826,87197.11,91621.72,0,0
204,CASH_OUT,2376.42,C67801537,2835.09,458.67,C92232236,85621.44,87997.86,0,0
204,PAYMENT,928.46,C99541016,132905.95,131977.49,C52168966,0.0,0.0,0,0
204,TRANSFER,24314.31,C86960402,26168.08,1853.77,C15307982,109120.44,133434.75,0,0
204,PAYMENT,5114.84,C91415657,487593.77,482478.93,M66087572,0.0,0.0,0,0
204,CASH_IN,1472.65,C53154591,1826.9,354.25,M43322272,71269.54,72742.19,0,0
204,PAYMENT,3398.65,C35529407,175116.87,171718.22,C70693413,0.0,0.0,0,0
204,CASH_IN,2979.89,C73070585,6277.43,3297.54,C60622842,93954.86,96934.75,0,0
204,PAYMENT,1130.12,C59394697,485896.52,484766.4,C53995720,0.0,0.0,0,0
204,CASH_OUT,1647.41,C50181935,4565.38,2917.97,C75846624,51090.46,52737.87,0,0
204,CASH_OUT,315.2,C48285503,804.33,489.13,C79760901,19867.71,20182.91,0,0
205,PAYMENT,742.34,C22315507,263736.19,262993.85,C17734153,0.0,0.0,0,0
205,TRANSFER,4651.14,C20450542,12054.29,7403.15,M92284610,10352.05,15003.19,0,0
205,TRANSFER,4740.9,C84077101,14607.11,9866.21,C35566010,199437.79,204178.69,0,0
205,PAYMENT,565.44,C27566185,81057.4,80491.96,C63235053,0.0,0.0,0,0
205,CASH_IN,2697.61,C89680504,6123.07,3425.46,M87528776,85894.08,88591.69,0,0
205,TRANSFER,10411.7,C47393469,32778.72,22367.02,C22828128,108623.49,119035.19,0,0
205,CASH_IN,1432.73,C49385195,2647.73,1215.0,C28972822,20219.61,21652.34,0,0
205,CASH_OUT,6343.64,C86125617,11429.63,5085.99,C99326148,38977.24,45320.88,0,0
205,CASH_OUT,513.75,C35583290,1003.4,489.65,C56548066,32192.13,32705.88,0,0
205,CASH_OUT,381.2,C16904975,438.28,57.08,C41222178,70834.11,71215.31,0,0
205,CASH_OUT,6777.32,C82506491,16719.11,9941.79,C80980044,59398.49,66175.81,0,0
205,PAYMENT,2774.16,C72820592,378074.44,375300.28,M72523073,0.0,0.0,0,0
205,PAYMENT,2795.05,C62401521,241504.2,238709.15,M78333267,0.0,0.0,0,0
205,TRANSFER,3044.48,C66267415,11962.87,8918.39,C82162880,195690.98,198735.46,0,0
206,PAYMENT,4606.25,C64549859,81402.62,76796.37,C59911470,0.0,0.0,0,0
206,PAYMENT,343.02,C17318358,296525.37,296182.35,C30456313,0.0,0.0,0,0
206,PAYMENT,1462.3,C51511484,176502.85,175040.55,C23951801,0.0,0.0,0,0
206,TRANSFER,1711.2,C47393469,2432.16,720.96,C10241310,80886.67,82597.87,0,0
206,PAYMENT,419.19,C30767532,293793.0,293373.81,C50486688,0.0,0.0,0,0
206,PAYMENT,804.36,C58082464,104503.88,103699.52,M92284610,0.0,0.0,0,0
206,CASH_OUT,1276.01,C66775103,2111.72,835.71,C20135622,63675.66,64951.67,0,0
206,TRANSFER,6049.62,C29413516,20054.33,14004.71,C62755436,120090.85,126140.47,0,0
206,CASH_IN,15518.53,C33966966,29121.2,13602.67,C45882178,82224.04,97742.57,0,0
206,CASH_OUT,1433.11,C97512508,1873.58,440.47,C49666982,88022.69,89455.8,0,0
206,PAYMENT,581.68,C46521025,360563.4,359981.72,C58199211,0.0,0.0,0,0
206,PAYMENT,1067.6,C30703455,474844.98,473777.38,C73193474,0.0,0.0,0,0
206,CASH_OUT,9821.03,C42857966,14838.64,5017.61,C72546007,62689.83,72510.86,0,0
207,CASH_OUT,2278.9,C34744872,5513.85,3234.95,C63094168,86550.61,88829.51,0,0
207,CASH_OUT,1925.9,C53091709,3939.77,2013.87,C18115992,8857.3,10783.2,0,0
207,PAYMENT,1823.81,C67594492,479947.75,478123.94,C33156250,0.0,0.0,0,0
207,PAYMENT,799.37,C34194479,122163.71,121364.34,C35566010,0.0,0.0,0,0
207,PAYMENT,1783.21,C30182766,248276.84,246493.63,C27809465,0.0,0.0,0,0
207,CASH_OUT,1862.71,C97874085,2073.76,211.05,C10241310,10519.01,12381.72,0,0
207,CASH_OUT,1790.11,C48848936,4412.42,2622.31,C77845324,90473.14,92263.25,0,0
207,TRANSFER,15680.22,C59796322,47055.33,31375.11,C92767884,50998.56,66678.78,0,0
207,CASH_OUT,1076816.04,C36619372,1122876.18,0.0,M20901547,22138.81,0.0,1,0
207,CASH_IN,1325.5,C21381064,3969.35,2643.85,M24251766,82626.08,83951.58,0,0
207,CASH_OUT,4753.97,C24039158,10131.85,5377.88,C77171380,60662.78,65416.75,0,0
207,CASH_IN,900.16,C78140959,2101.98,1201.82,C17503932,4210.12,5110.28,0,0
207,CASH_OUT,4249.76,C40728046,9712.21,5462.45,C47358810,9857.67,14107.43,0,0
207,PAYMENT,974.92,C66792612,483431.34,482456.42,M13110670,0.0,0.0,0,0
208,PAYMENT,1308.8,C61700055,290900.79,289591.99,C70369365,0.0,0.0,0,0
208,DEBIT,4261.78,C99269266,9408.35,5146.57,C18184472,81528.35,85790.13,0,0
208,CASH_OUT,979455.5,C99927658,999164.63,0.0,C42123815,86341.13,0.0,1,0
208,TRANSFER,730.25,C99115205,2361.01,1630.76,C17069536,86927.67,87657.92,0,0
208,PAYMENT,1025.92,C23298711,109587.69,108561.77,M97182566,0.0,0.0,0,0
208,PAYMENT,310.91,C11049999,315999.59,315688.68,M59251188,0.0,0.0,0,0
208,TRANSFER,4777.64,C96268397,10684.87,5907.23,M91424562,6646.54,11424.18,0,0
208,PAYMENT,945.39,C45507920,445690.43,444745.04,C49148093,0.0,0.0,0,0
208,PAYMENT,3951.35,C42594692,342139.83,338188.48,C21594468,0.0,0.0,0,0
208,DEBIT,6198.51,C31980274,18168.93,11970.42,C95387542,27663.25,33861.76,0,0
208,PAYMENT,2253.34,C48858073,163607.18,161353.84,M13527782,0.0,0.0,0,0
208,CASH_OUT,7350.02,C77853916,19016.57,11666.55,C71380637,20938.1,28288.12,0,0
208,PAYMENT,1558.85,C26104026,274544.3,272985.45,C26094525,0.0,0.0,0,0
209,CASH_OUT,4356.09,C99774697,7392.63,3036.54,C79491111,81546.95,85903.04,0,0
209,CASH_OUT,3115.8,C96879854,5195.68,2079.88,C46024950,61640.27,64756.07,0,0
209,TRANSFER,519.78,C34347841,874.64,354.86,C30144023,165907.94,166427.72,0,0
209,CASH_OUT,474.78,C40158366,1081.98,607.2,C62127652,31292.43,31767.21,0,0
209,TRANSFER,4254.84,C98269682,9139.78,4884.94,C82894477,53671.4,57926.24,0,0
209,TRANSFER,1818.36,C22762205,6214.6,4396.24,C84757265,179260.27,181078.63,0,0
209,CASH_OUT,7974.01,C69473616,13121.39,5147.38,M59440148,11148.06,19122.07,0,0
209,PAYMENT,175.25,C31203129,454597.5,454422.25,C33954324,0.0,0.0,0,0
209,PAYMENT,3154.91,C23311507,281121.67,277966.76,C39332201,0.0,0.0,0,0
209,TRANSFER,7656.68,C91480362,16798.1,9141.42,C72151291,139431.58,147088.26,0,0
209,PAYMENT,1582.83,C84045292,47090.02,45507.19,M49920898,0.0,0.0,0,0
209,DEBIT,8856.71,C91478884,24390.19,15533.48,C46297263,40463.71,49320.42,0,0
209,CASH_OUT,441.31,C38682516,911.59,470.28,M16080513,39675.67,40116.98,0,0
209,PAYMENT,85.85,C16408822,53605.76,53519.91,C65556767,0.0,0.0,0,0
210,PAYMENT,228.69,C15879578,407657.4,407428.71,C84275638,0.0,0.0,0,0
210,PAYMENT,739.34,C61254050,148368.3,147628.96,C23811663,0.0,0.0,0,0
210,CASH_IN,4762.87,C65304649,5546.0,783.13,C20443030,99943.89,104706.76,0,0
210,CASH_OUT,833281.14,C93352876,944741.38,0.0,C36229153,49449.29,882730.43,1,0
210,CASH_OUT,646.75,C61343880,1216.35,569.6,C33554528,81152.53,81799.28,0,0
210,CASH_OUT,1658.6,C49823450,4858.34,3199.74,M14179623,85753.13,87411.73,0,0
210,CASH_OUT,2134.87,C68503492,4510.22,2375.35,C47557512,99837.26,101972.13,0,0
210,CASH_IN,1579.58,C16818112,2167.37,587.79,C92924441,51857.14,53436.72,0,0
210,PAYMENT,4013.37,C59529086,288577.52,284564.15,C75998330,0.0,0.0,0,0
210,PAYMENT,1799.49,C65686520,373902.8,372103.31,C29585415,0.0,0.0,0,0
210,CASH_OUT,9101.0,C65833185,23724.96,14623.96,C32398441,26355.73,35456.73,0,0
210,CASH_IN,18616.25,C30534124,52127.47,33511.22,C91197624,93692.22,112308.47,0,0
210,PAYMENT,2597.6,C75181765,179822.94,177225.34,C63795149,0.0,0.0,0,0
211,CASH_OUT,5261.28,C51617680,14310.1,9048.82,C71272827,98625.58,103886.86,0,0
211,PAYMENT,1585.54,C99038359,270061.16,268475.62,C77056519,0.0,0.0,0,0
211,CASH_IN,12191.79,C34627347,36112.35,23920.56,M65783806,78421.86,90613.65,0,0
211,TRANSFER,589.21,C13874790,1143.34,554.13,C27810664,161643.46,162232.67,0,0
211,TRANSFER,21111.35,C15291208,66557.62,45446.27,M33593960,129348.23,150459.58,0,0
211,CASH_OUT,3124.86,C54099326,6032.77,2907.91,C36933626,57425.92,60550.78,0,0
211,PAYMENT,845.03,C29175900,310165.36,309320.33,C17207013,0.0,0.0,0,0
211,TRANSFER,31766.02,C98269682,122600.7,90834.68,C18397164,35096.9,66862.92,0,0
211,CASH_OUT,1917.31,C48571356,2137.98,220.67,C85633013,34760.31,36677.62,0,0
211,TRANSFER,920.06,C40406092,2802.52,1882.46,C10145801,14017.14,14937.2,0,0
211,CASH_IN,2281.9,C26405605,4882.14,2600.24,C69961498,94735.11,97017.01,0,0
211,TRANSFER,5367.34,C24524825,13270.37,7903.03,M13478029,141139.35,146506.69,0,0
211,CASH_OUT,5476.98,C44044361,7834.32,2357.34,M84252324,45211.17,50688.15,0,0
211,CASH_OUT,1610.85,C15858241,2675.73,1064.88,C46778269,56985.74,58596.59,0,0
212,PAYMENT,210.73,C31776452,473241.36,473030.63,C92767884,0.0,0.0,0,0
212,CASH_OUT,253.05,C30776478,597.87,344.82,C21220209,31445.86,31698.91,0,0
212,CASH_OUT,10239.42,C13999315,24822.68,14583.26,C20443030,35834.95,46074.37,0,0
212,DEBIT,3030.45,C66851760,8954.09,5923.64,C17772004,61385.05,64415.5,0,0
212,TRANSFER,1061.11,C75718414,3393.08,2331.97,C92747827,50511.11,51572.22,0,0
212,CASH_OUT,8659.1,C98473848,11764.96,3105.86,C68718382,18123.81,26782.91,0,0
212,PAYMENT,830.46,C41690501,248497.58,247667.12,C89526622,0.0,0.0,0,0
212,CASH_OUT,10532.75,C57553014,30463.81,19931.06,C28808678,57400.29,67933.04,0,0
212,PAYMENT,1209.66,C57284777,194950.67,193741.01,C55332729,0.0,0.0,0,0
212,PAYMENT,171.18,C52352128,348814.7,348643.52,C76743428,0.0,0.0,0,0
212,CASH_IN,8638.11,C17869910,14568.96,5930.85,C68382413,9586.33,18224.44,0,0
212,CASH_OUT,299.98,C87282128,827.38,527.4,M77353073,49968.18,50268.16,0,0
212,CASH_OUT,2931.66,C45496015,4260.52,1328.86,C18338186,98563.6,101495.26,0,0
213,PAYMENT,1196.06,C97139443,171180.64,169984.58,M85647532,0.0,0.0,0,0
213,PAYMENT,2129.86,C30881581,262885.9,260756.04,M70873663,0.0,0.0,0,0
213,CASH_OUT,1082.6,C58181396,3208.85,2126.25,C27544302,5914.62,6997.22,0,0
213,PAYMENT,315.47,C92666356,85919.53,85604.06,M31217198,0.0,0.0,0,0
213,PAYMENT,1339.36,C16416148,8264.08,6924.72,C83833059,0.0,0.0,0,0
213,CASH_OUT,138.27,C85751409,359.51,221.24,C51999682,56807.87,56946.14,0,0
213,PAYMENT,1285.65,C72394301,36555.84,35270.19,C64561191,0.0,0.0,0,0
213,CASH_OUT,2028.11,C82160068,4048.92,2020.81,M74985553,53521.4,55549.51,0,0
213,PAYMENT,1370.8,C53112268,50288.96,48918.16,C96344420,0.0,0.0,0,0
213,PAYMENT,50.45,C15820356,79026.24,78975.79,C85920407,0.0,0.0,0,0
213,CASH_OUT,4962.82,C74893936,9337.03,4374.21,C25446483,84597.31,89560.13,0,0
213,CASH_OUT,6817.86,C67801537,17922.27,11104.41,M77353073,44510.64,51328.5,0,0
213,CASH_OUT,1202.62,C26587799,3339.03,2136.41,M99635939,79364.75,80567.37,0,0
214,TRANSFER,1717.61,C65177213,6535.67,4818.06,C66286795,22447.21,24164.82,0,0
214,PAYMENT,1701.42,C92558242,295872.95,294171.53,M37828932,0.0,0.0,0,0
214,DEBIT,16498.18,C96637649,19788.63,3290.45,C42988674,19315.97,35814.15,0,0
214,CASH_OUT,1067.33,C19121552,3069.25,2001.92,C61500679,92860.65,93927.98,0,0
214,PAYMENT,2523.78,C29348212,195645.23,193121.45,C54965270,0.0,0.0,0,0
214,CASH_OUT,4865.41,C42194159,10260.78,5395.37,C33818260,33834.39,38699.8,0,0
214,CASH_OUT,6124.79,C96911784,16139.87,10015.08,M84870921,18834.02,24958.81,0,0
214,CASH_OUT,339.28,C70900658,961.26,621.98,M50259503,92112.46,92451.74,0,0
214,CASH_OUT,9564.11,C93821894,23099.95,13535.84,C77837366,83906.22,93470.33,0,0
214,PAYMENT,1544.34,C68800797,260882.21,259337.87,C98911718,0.0,0.0,0,0
214,PAYMENT,4764.1,C88703005,161635.43,156871.33,C86514083,0.0,0.0,0,0
214,PAYMENT,1310.51,C47962005,288393.22,287082.71,C24032377,0.0,0.0,0,0
214,PAYMENT,1878.34,C56321751,198304.09,196425.75,C94946730,0.0,0.0,0,0
214,PAYMENT,412.57,C23383077,102064.18,101651.61,C23746101,0.0,0.0,0,0
215,TRANSFER,29657.97,C13895645,47278.5,17620.53,M77680031,188905.21,218563.18,0,0
215,PAYMENT,243.65,C16895666,218699.13,218455.48,C14539747,0.0,0.0,0,0
215,CASH_OUT,178869.79,C10076758,193291.43,0.0,C90117857,30589.76,209459.55,1,0
215,TRANSFER,29235.75,C26104026,90534.49,61298.74,C69791674,105982.48,135218.23,0,0
215,PAYMENT,1567.38,C72043515,473496.37,471928.99,M91883092,0.0,0.0,0,0
215,PAYMENT,265.76,C64707061,294559.99,294294.23,C76588957,0.0,0.0,0,0
215,CASH_OUT,4553.13,C39801436,10389.63,5836.5,C68809636,73925.71,78478.84,0,0
215,CASH_OUT,471845.24,C71115319,421886.03,0.0,M34970946,5243.53,477088.77,1,0
215,PAYMENT,901.23,C27589104,369792.96,368891.73,C97227356,0.0,0.0,0,0
215,TRANSFER,49789.28,C47077298,105178.45,55389.17,C49148093,140137.44,189926.72,0,0
215,PAYMENT,533.95,C48504300,51128.07,50594.12,M65472370,0.0,0.0,0,0
215,TRANSFER,10077.72,C55439043,31616.14,21538.42,M55946354,15519.73,25597.45,0,0
215,PAYMENT,3712.78,C88183110,104955.0,101242.22,C42580349,0.0,0.0,0,0
216,PAYMENT,3402.39,C59796322,9765.17,6362.78,C61500679,0.0,0.0,0,0
216,PAYMENT,1613.13,C66348030,104602.86,102989.73,C72546007,0.0,0.0,0,0
216,CASH_IN,974.12,C75802771,2774.9,1800.78,M51411602,473.88,1448.0,0,0
216,CASH_IN,3065.47,C15957459,8053.83,4988.36,C48833650,83130.4,86195.87,0,0
216,CASH_IN,5697.73,C48250360,15116.9,9419.17,C66046380,37178.38,42876.11,0,0
216,PAYMENT,322.94,C68978194,24288.88,23965.94,C82764376,0.0,0.0,0,0
216,PAYMENT,156.45,C48285503,124594.24,124437.79,C62162278,0.0,0.0,0,0
216,PAYMENT,175.83,C43642236,441208.51,441032.68,C11534878,0.0,0.0,0,0
216,TRANSFER,19150.85,C11646234,68775.11,49624.26,C18500100,125611.89,144762.74,0,0
216,PAYMENT,219.45,C67684996,439583.16,439363.71,C80658723,0.0,0.0,0,0
216,CASH_OUT,1148.14,C13886030,2733.22,1585.08,C53165014,41588.74,42736.88,0,0
216,PAYMENT,283.81,C36054020,140487.17,140203.36,C72579077,0.0,0.0,0,0
216,CASH_IN,8665.03,C56920514,22818.92,14153.89,M43087238,48821.65,57486.68,0,0
216,TRANSFER,12899.11,C93334601,28202.68,15303.57,M64520614,139504.35,152403.46,0,0
217,TRANSFER,13665.85,C84087145,22807.26,9141.41,M59093843,127881.81,141547.66,0,0
217,CASH_OUT,5004.18,C42614537,9893.63,4889.45,M12232974,18335.86,23340.04,0,0
217,PAYMENT,69.68,C98986321,471864.56,471794.88,M88319168,0.0,0.0,0,0
217,TRANSFER,26694.01,C64502486,101219.89,74525.88,C75390879,80242.7,106936.71,0,0
217,CASH_OUT,8980.61,C86745380,19220.45,10239.84,C22205980,10849.21,19829.82,0,0
217,CASH_IN,943.34,C57553014,2495.85,1552.51,C83905989,88402.66,89346.0,0,0
217,CASH_OUT,5658.79,C96274567,11294.57,5635.78,M86790955,12711.5,18370.29,0,0
217,CASH_IN,21252.89,C57683626,41605.5,20352.61,C84227466,11140.66,32393.55,0,0
217,CASH_OUT,1446.02,C96977837,1687.82,241.8,C60502752,69361.68,70807.7,0,0
217,CASH_OUT,616.01,C43744231,1072.97,456.96,M44529507,73834.63,74450.64,0,0
217,CASH_OUT,12100.64,C86320155,28143.11,16042.47,C80828710,50361.93,62462.57,0,0
217,TRANSFER,12051.65,C34220459,38260.74,26209.09,M35805259,9707.82,21759.47,0,0
217,TRANSFER,7010.03,C10872248,25085.13,18075.1,C58974686,50909.63,57919.66,0,0
218,PAYMENT,2164.04,C19233013,232093.64,229929.6,C82199509,0.0,0.0,0,0
218,CASH_IN,14180.02,C13579612,15780.32,1600.3,C43223132,38003.43,52183.45,0,0
218,PAYMENT,3126.09,C88101741,253786.11,250660.02,C85000490,0.0,0.0,0,0
218,CASH_OUT,1507.36,C63481198,2519.97,1012.61,M52111160,72118.11,73625.47,0,0
218,PAYMENT,477.96,C84093639,221384.19,220906.23,C44918995,0.0,0.0,0,0
218,CASH_IN,5064.4,C17028380,11158.49,6094.09,C92000924,28780.65,33845.05,0,0
218,CASH_OUT,1536.32,C98231132,2512.05,975.73,M90861208,11136.58,12672.9,0,0
218,CASH_OUT,192.62,C61642594,199.35,6.73,C39356057,72048.25,72240.87,0,0
218,TRANSFER,11926.19,C23905032,13301.16,1374.97,C29072646,180402.4,192328.59,0,0
218,PAYMENT,2607.44,C79987997,4939.0,2331.56,M54968591,0.0,0.0,0,0
218,PAYMENT,1594.54,C23756669,31091.94,29497.4,C74796438,0.0,0.0,0,0
218,TRANSFER,10977.38,C90014570,39200.32,28222.94,C30854365,152673.07,163650.45,0,0
218,PAYMENT,35.59,C59684848,273700.1,273664.51,C49652241,0.0,0.0,0,0
218,CASH_IN,1621.02,C22981052,4292.46,2671.44,C41802361,47642.82,49263.84,0,0
219,CASH_OUT,36745.0,C32814819,87130.48,50385.48,C49957816,38676.71,75421.71,0,0
219,PAYMENT,472.18,C15140967,120359.19,119887.01,C19531069,0.0,0.0,0,0
219,CASH_OUT,16876.54,C48683937,49958.98,33082.44,C87149161,63669.76,80546.3,0,0
219,CASH_IN,3544.57,C33513701,9914.71,6370.14,C73308406,45422.32,48966.89,0,0
219,CASH_OUT,779.44,C41880763,1226.63,447.19,C20612653,73097.85,73877.29,0,0
219,CASH_IN,16720.48,C57912262,29710.68,12990.2,C39648058,25721.1,42441.58,0,0
219,PAYMENT,543.78,C66267415,370522.78,369979.0,C39127464,0.0,0.0,0,0
219,PAYMENT,485.6,C30364454,151329.12,150843.52,C34019729,0.0,0.0,0,0
219,CASH_OUT,2426.61,C46231783,6696.5,4269.89,C56420476,85168.36,87594.97,0,0
219,PAYMENT,638.34,C67110154,420387.4,419749.06,M48352498,0.0,0.0,0,0
219,CASH_IN,5016.99,C51746937,14467.81,9450.82,M24660143,42114.07,47131.06,0,0
219,TRANSFER,2286.01,C26989677,5330.24,3044.23,C23111164,78300.13,80586.14,0,0
219,CASH_IN,8647.63,C98787891,14286.07,5638.44,C98612211,39888.31,48535.94,0,0
220,PAYMENT,118.97,C57197152,104545.71,104426.74,C71957885,0.0,0.0,0,0
220,PAYMENT,202.39,C43308443,97100.61,96898.22,C66682016,0.0,0.0,0,0
220,CASH_OUT,13258.74,C15917225,30742.4,17483.66,C80638102,61887.63,75146.37,0,0
220,TRANSFER,22313.95,C39801436,73455.96,51142.01,C91224373,82233.41,104547.36,0,0
220,TRANSFER,14896.02,C97902129,21211.85,6315.83,C20770971,22621.39,37517.41,0,0
220,CASH_OUT,1005.58,C58140388,2680.65,1675.07,C29353063,77457.77,78463.35,0,0
220,TRANSFER,12270.22,C45186708,20264.69,7994.47,C92924441,110786.92,123057.14,0,0
220,PAYMENT,683.04,C26090908,193376.67,192693.63,C48833650,0.0,0.0,0,0
220,TRANSFER,67050.65,C46698468,156157.01,89106.36,C40314047,139099.95,206150.6,0,0
220,TRANSFER,20417.54,C44675473,37159.1,16741.56,C71113711,149448.37,169865.91,0,0
220,TRANSFER,19198.63,C69549527,42345.06,23146.43,C81993070,156589.92,175788.55,0,0
220,CASH_OUT,10933.97,C69302158,21180.84,10246.87,M28761086,86803.01,97736.98,0,0
220,TRANSFER,11225.32,C20117988,21874.15,10648.83,C63992760,186671.02,197896.34,0,0
221,CASH_OUT,2751.13,C77349752,7570.65,4819.52,C38138531,67618.94,70370.07,0,0
221,PAYMENT,157.34,C92963368,44703.53,44546.19,M26664623,0.0,0.0,0,0
221,PAYMENT,3111.68,C77827638,431400.14,428288.46,C57973830,0.0,0.0,0,0
221,PAYMENT,366.45,C29175900,426595.26,426228.81,C17575790,0.0,0.0,0,0
221,CASH_OUT,1978.43,C74019136,2781.7,803.27,C57201978,15060.29,17038.72,0,0
221,TRANSFER,2228.17,C31810617,4654.25,2426.08,C98824290,181939.88,184168.05,0,0
221,CASH_IN,9588.59,C56381032,25472.18,15883.59,C47550897,47508.73,57097.32,0,0
221,DEBIT,2660.9,C67723010,4202.84,1541.94,M66207740,10149.95,12810.85,0,0
221,CASH_OUT,826.7,C23212812,1078.04,251.34,M54458225,41518.59,42345.29,0,0
221,PAYMENT,40.26,C54619335,309907.87,309867.61,C58199211,0.0,0.0,0,0
221,CASH_OUT,3088.47,C89795010,5988.96,2900.49,C56300738,98330.3,101418.77,0,0
221,TRANSFER,189.89,C19863756,745.96,556.07,C98911718,133109.95,133299.84,0,0
221,TRANSFER,15293.08,C87736262,49962.81,34669.73,C12621269,27984.15,43277.23,0,0
221,TRANSFER,15911.04,C99682738,24047.53,8136.49,C93029219,4970.87,20881.91,0,0
222,PAYMENT,2526.11,C67213476,182467.35,179941.24,C53929586,0.0,0.0,0,0
222,CASH_OUT,1233.44,C67556566,2336.96,1103.52,C68000104,1985.67,3219.11,0,0
222,PAYMENT,1493.41,C83832717,336537.34,335043.93,C88733350,0.0,0.0,0,0
222,CASH_OUT,2736.09,C12735359,3201.28,465.19,C36541600,36996.82,39732.91,0,0
222,PAYMENT,3036.24,C48250360,312767.49,309731.25,M61854861,0.0,0.0,0,0
222,CASH_OUT,3021.81,C25253751,3692.48,670.67,C42981324,93502.89,96524.7,0,0
222,TRANSFER,2841.74,C73538641,8248.63,5406.89,C87500742,59177.54,62019.28,0,0
222,CASH_OUT,2271.62,C63118906,3883.16,1611.54,C19735027,98357.09,100628.71,0,0
222,CASH_IN,3321.4,C53389073,7452.31,4130.91,M41674763,59032.27,62353.67,0,0
