case_id,amount,tx_velocity_1h,origin_balance_drain_ratio,urgency_signal,coercion_pressure_signal,authority_claim_signal,has_obfuscated_url,recipient_age_days,kyc_verified,is_masked_virtual_handle,connected_entities,elevated_risk_mule_hops,cluster_risk_score,story_mismatch_detected,is_fraud
SYN-ADV-00838,864.34,1,0.07,0,0,0,0,1968,1,0,1,0,3.3,0,0
SYN-ADV-00839,2377.03,1,0.14,0,0,0,1,62,0,1,9,3,65.2,1,1
SYN-ADV-00840,75395.05,2,0.39,0,0,0,0,213,1,0,2,0,12.3,0,0
SYN-ADV-00841,35839.61,2,0.56,1,1,1,0,1971,1,0,6,1,49.1,1,1
SYN-ADV-00842,25000.0,5,0.48,1,1,1,1,7,0,1,10,3,80.1,1,1
SYN-ADV-00843,3455.84,1,0.07,0,0,0,0,449,1,0,3,0,20.9,0,0
SYN-ADV-00844,3382.88,1,0.16,0,0,0,0,1598,1,0,1,0,10.7,0,0
SYN-ADV-00845,374.49,2,0.12,0,0,0,0,1556,1,0,2,0,10.0,0,0
SYN-ADV-00846,1596.89,1,0.03,0,0,0,0,372,1,0,2,0,4.9,0,0
SYN-ADV-00847,11201.59,2,0.36,1,1,0,0,2353,1,0,6,1,50.5,0,1
SYN-ADV-00848,4896.26,2,0.27,0,0,0,0,325,1,0,7,0,32.3,0,0
SYN-ADV-00849,5187.12,2,0.02,0,0,0,0,321,1,0,1,0,4.6,0,0
SYN-ADV-00850,500.0,7,0.23,1,1,1,1,11,1,1,7,4,86.4,1,1
SYN-ADV-00851,9332.71,3,0.17,0,0,0,0,1008,1,0,7,0,38.5,0,0
SYN-ADV-00852,34255.81,4,0.36,0,0,0,0,1079,1,0,5,0,23.3,0,0
SYN-ADV-00853,6750.83,2,0.16,0,0,0,0,567,1,0,7,0,28.9,0,0
SYN-ADV-00854,23174.65,2,0.33,0,0,0,0,781,1,0,6,0,43.9,0,0
SYN-ADV-00855,25.0,1,0.07,1,1,0,0,10,0,1,1,0,32.1,1,1
SYN-ADV-00856,1500.0,1,0.16,1,1,1,0,13,0,1,1,0,22.7,1,1
SYN-ADV-00857,64.6,2,0.15,0,0,0,0,2352,1,0,2,0,11.3,0,0
SYN-ADV-00858,1488.01,2,0.17,0,0,0,0,434,1,1,2,0,35.3,0,0
SYN-ADV-00859,25.0,1,0.07,1,1,0,1,9,0,1,1,0,12.1,1,1
SYN-ADV-00860,100.0,1,0.05,1,1,1,1,7,0,1,1,0,20.2,1,1
SYN-ADV-00861,202.17,2,0.01,0,0,0,0,2009,1,0,1,0,5.5,0,0
SYN-ADV-00862,10.0,4,0.73,1,1,1,0,6,0,1,8,3,76.3,1,1
SYN-ADV-00863,70245.18,4,0.33,1,1,0,0,178,1,0,3,0,16.2,0,0
SYN-ADV-00864,350.7,2,0.17,0,0,0,0,248,1,0,2,0,10.5,0,0
SYN-ADV-00865,114.54,1,0.17,0,0,0,0,1132,1,0,1,0,11.4,0,0
SYN-ADV-00866,11666.96,4,0.48,1,0,1,1,2277,1,0,6,1,58.5,1,1
SYN-ADV-00867,2410.96,1,0.07,0,0,0,0,239,1,0,2,0,12.5,0,0
SYN-ADV-00868,926.06,2,0.05,0,0,0,0,1943,1,0,2,0,11.9,0,0
SYN-ADV-00869,127.81,2,0.07,0,0,0,0,295,1,0,1,0,14.0,0,0
SYN-ADV-00870,42939.73,3,0.41,0,0,1,1,1480,1,0,4,0,46.9,1,1
SYN-ADV-00871,1389.51,2,0.12,0,0,0,0,2049,1,0,2,0,3.2,0,0
SYN-ADV-00872,25000.0,3,0.12,1,1,1,1,15,0,1,6,4,73.3,1,1
SYN-ADV-00873,1500.0,1,0.08,0,1,1,0,7,0,1,1,0,33.9,0,1
SYN-ADV-00874,6253.8,1,0.14,0,0,0,0,30,0,0,8,1,76.6,1,1
SYN-ADV-00875,10.0,3,0.43,1,1,1,1,21,0,1,5,1,78.3,1,1
SYN-ADV-00876,181.28,2,0.08,0,0,0,0,917,1,0,2,0,5.2,0,0
SYN-ADV-00877,6490.77,2,0.1,0,0,0,0,951,1,0,1,0,7.1,0,0
SYN-ADV-00878,1051.39,1,0.18,0,0,0,0,846,1,0,2,0,13.5,0,0
SYN-ADV-00879,58332.56,2,0.53,1,1,0,0,107,0,0,2,0,26.6,0,0
SYN-ADV-00880,37807.69,3,0.35,1,0,1,0,281,1,0,4,0,18.8,1,0
SYN-ADV-00881,12401.35,2,0.3,0,1,1,0,1196,1,0,6,1,69.6,0,1
SYN-ADV-00882,10.0,6,0.18,1,1,1,1,27,0,1,12,3,75.9,1,1
SYN-ADV-00883,1108.82,1,0.09,0,0,0,0,395,1,0,1,0,7.1,0,0
SYN-ADV-00884,662.62,1,0.12,0,0,0,0,399,1,0,2,0,12.0,0,0
SYN-ADV-00885,137.76,2,0.18,0,0,0,0,1019,1,0,1,0,2.2,0,0
SYN-ADV-00886,2133.36,2,0.46,1,0,1,0,2060,1,0,4,0,46.3,1,1
SYN-ADV-00887,1272.4,2,0.12,0,0,0,0,976,1,0,1,0,14.1,0,0
SYN-ADV-00888,39230.42,3,0.34,1,1,0,0,206,1,0,2,0,20.1,1,0
SYN-ADV-00889,23623.21,3,0.11,0,0,0,0,1086,1,0,6,0,31.5,0,0
SYN-ADV-00890,289.95,2,0.2,0,0,0,0,617,1,0,1,0,5.3,0,0
SYN-ADV-00891,500.0,7,0.62,1,0,1,1,23,0,1,12,1,79.4,1,1
SYN-ADV-00892,35589.71,3,0.45,1,1,1,0,108,1,0,4,0,19.4,0,0
SYN-ADV-00893,25.0,1,0.08,1,1,1,1,15,0,1,1,0,28.1,0,1
SYN-ADV-00894,4143.29,2,0.04,0,0,0,0,1500,1,0,1,0,8.8,0,0
SYN-ADV-00895,1184.03,2,0.15,0,0,0,0,1138,1,0,2,0,6.5,0,0
SYN-ADV-00896,10.0,1,0.18,1,1,1,0,10,0,1,1,0,31.8,1,1
SYN-ADV-00897,5208.27,3,0.05,0,0,0,1,34,0,0,5,1,67.1,1,1
SYN-ADV-00898,32783.91,2,0.25,0,0,0,0,616,1,0,8,0,28.7,0,0
SYN-ADV-00899,2544.68,1,0.09,0,0,0,0,1219,1,0,2,0,5.7,0,0
SYN-ADV-00900,3393.08,1,0.06,0,0,0,0,2170,1,0,1,0,14.4,0,0
SYN-ADV-00901,2564.85,2,0.04,0,0,0,0,2007,1,0,2,0,8.6,0,0
SYN-ADV-00902,1562.46,1,0.17,0,0,0,0,2174,1,0,1,0,11.9,0,0
SYN-ADV-00903,1987.86,1,0.15,0,0,0,0,1429,1,0,1,0,9.2,0,0
SYN-ADV-00904,4500.0,5,0.33,1,1,1,1,25,0,1,8,1,72.3,1,1
SYN-ADV-00905,440.74,2,0.09,0,0,0,0,1903,1,0,2,0,14.6,0,0
SYN-ADV-00906,3096.05,2,0.07,0,0,0,0,491,1,0,2,0,13.5,0,0
SYN-ADV-00907,5601.15,1,0.08,0,0,0,0,865,1,0,1,0,11.9,0,0
SYN-ADV-00908,316.56,2,0.11,0,0,0,0,2201,1,0,2,0,11.1,0,0
SYN-ADV-00909,32611.86,4,0.17,0,0,0,0,669,1,0,5,0,45.8,0,0
SYN-ADV-00910,61524.72,2,0.53,1,0,0,0,120,1,0,4,0,22.7,0,0
SYN-ADV-00911,6577.78,1,0.44,0,1,1,0,1761,1,0,4,0,50.0,1,1
SYN-ADV-00912,45051.75,5,0.48,1,0,0,0,90,1,0,4,0,27.1,0,0
SYN-ADV-00913,25.0,1,0.19,1,1,0,0,1,0,1,1,0,12.4,1,1
SYN-ADV-00914,8427.95,2,0.13,0,0,0,0,1965,1,0,1,0,4.3,0,0
SYN-ADV-00915,4403.01,1,0.11,0,0,1,0,67,0,1,5,1,82.2,0,1
SYN-ADV-00916,4500.0,5,0.57,1,0,1,1,15,0,1,5,2,82.5,1,1
SYN-ADV-00917,10.0,1,0.06,0,1,1,1,4,0,1,1,0,23.1,1,1
SYN-ADV-00918,61.7,2,0.19,0,0,0,0,2138,1,0,2,0,9.9,0,0
SYN-ADV-00919,946.58,2,0.2,0,0,0,0,1181,1,0,2,0,10.6,0,0
SYN-ADV-00920,4360.35,3,0.36,0,0,0,0,1005,1,0,5,0,20.1,0,0
SYN-ADV-00921,37144.67,3,0.26,1,0,0,0,172,1,0,4,0,25.1,0,0
SYN-ADV-00922,57818.27,2,0.64,0,0,1,0,229,0,0,4,0,17.2,0,0
SYN-ADV-00923,651.82,2,0.15,0,0,0,0,533,1,0,2,0,7.6,0,0
SYN-ADV-00924,6606.1,2,0.2,0,0,0,0,611,1,0,2,0,5.8,0,0
SYN-ADV-00925,50.0,8,0.49,1,0,1,1,28,0,1,12,2,91.7,0,1
SYN-ADV-00926,20071.71,2,0.16,0,0,0,0,951,1,0,5,0,23.0,0,0
SYN-ADV-00927,7337.74,4,0.61,1,1,1,0,288,0,0,4,0,12.7,1,0
SYN-ADV-00928,1952.88,2,0.03,0,0,0,0,1563,1,0,1,0,14.1,0,0
SYN-ADV-00929,3115.36,1,0.13,0,0,0,0,1744,1,0,2,0,10.5,0,0
SYN-ADV-00930,4837.99,2,0.21,0,0,0,0,144,1,0,2,0,14.3,0,0
SYN-ADV-00931,501.16,1,0.12,0,0,0,0,721,1,0,2,0,14.4,0,0
SYN-ADV-00932,5134.28,2,0.49,1,0,0,0,231,1,0,2,0,21.4,0,0
SYN-ADV-00933,1146.24,2,0.05,0,0,0,1,47,1,1,7,1,78.8,1,1
SYN-ADV-00934,69103.34,2,0.49,1,0,1,0,289,1,0,2,0,20.9,0,0
SYN-ADV-00935,83491.42,4,0.31,1,0,0,0,160,1,0,2,0,30.3,0,0
SYN-ADV-00936,63191.64,4,0.64,1,0,0,0,245,1,0,4,0,20.4,0,0
SYN-ADV-00937,1902.25,1,0.11,0,0,0,0,1359,1,0,2,0,11.1,0,0
SYN-ADV-00938,992.26,3,0.17,0,0,1,0,84,1,1,9,2,75.5,1,1
SYN-ADV-00939,4500.0,4,0.77,1,1,1,0,14,0,1,7,4,92.9,1,1
SYN-ADV-00940,4644.73,1,0.1,0,0,0,0,272,1,1,3,0,27.4,0,0
SYN-ADV-00941,2905.18,2,0.06,0,0,0,0,686,1,0,1,0,7.2,0,0
SYN-ADV-00942,441.0,1,0.13,0,0,0,0,1737,1,0,1,0,12.1,0,0
SYN-ADV-00943,23635.11,3,0.29,0,0,0,0,635,1,0,7,0,20.3,0,0
SYN-ADV-00944,6809.24,2,0.16,1,1,1,0,2326,1,0,7,1,59.5,1,1
SYN-ADV-00945,682.63,1,0.03,0,0,0,0,460,1,0,1,0,7.3,0,0
SYN-ADV-00946,36503.72,5,0.28,1,0,0,0,108,1,0,2,0,31.2,0,0
SYN-ADV-00947,25000.0,7,0.23,1,1,1,1,9,0,1,9,1,73.9,1,1
SYN-ADV-00948,43533.01,2,0.34,0,1,1,0,1763,1,0,5,0,58.3,1,1
SYN-ADV-00949,2708.8,2,0.16,0,0,0,0,291,1,1,2,0,18.2,1,0
SYN-ADV-00950,50.0,3,0.55,1,1,1,0,5,0,1,7,4,82.0,0,1
SYN-ADV-00951,80215.95,3,0.46,1,0,0,0,143,1,0,4,0,24.5,0,0
SYN-ADV-00952,2242.34,2,0.17,0,0,0,0,1495,1,0,2,0,6.9,0,0
SYN-ADV-00953,5265.92,1,0.02,0,0,0,0,710,1,0,1,0,10.9,0,0
SYN-ADV-00954,418.88,2,0.13,0,0,0,0,1686,1,0,2,0,12.1,0,0
SYN-ADV-00955,50.0,4,0.11,1,0,1,1,6,0,1,9,4,74.1,1,1
SYN-ADV-00956,1115.25,2,0.11,0,0,0,0,605,1,0,1,0,4.2,0,0
SYN-ADV-00957,2663.11,2,0.04,0,0,0,0,2377,1,0,2,0,8.2,0,0
SYN-ADV-00958,1913.14,2,0.45,1,1,1,0,2009,1,0,5,0,52.5,1,1
SYN-ADV-00959,1455.15,1,0.09,0,0,0,0,1649,1,0,2,0,8.5,0,0
SYN-ADV-00960,1500.0,1,0.11,1,0,1,0,2,0,1,1,0,33.7,1,1
SYN-ADV-00961,290.2,1,0.13,0,0,0,0,514,1,0,1,0,14.3,0,0
SYN-ADV-00962,10.0,2,0.66,1,1,0,0,16,0,0,7,4,83.0,1,1
SYN-ADV-00963,47592.75,2,0.41,1,0,0,0,262,1,0,4,0,17.6,0,0
SYN-ADV-00964,78636.72,2,0.49,0,0,0,0,160,1,0,3,0,28.5,0,0
SYN-ADV-00965,2803.49,2,0.1,0,0,0,0,898,1,0,2,0,14.6,0,0
SYN-ADV-00966,24569.55,4,0.36,0,0,0,0,1058,1,0,5,0,28.1,0,0
SYN-ADV-00967,26180.06,2,0.55,1,1,1,0,63,0,0,4,0,28.7,1,0
SYN-ADV-00968,1121.89,2,0.15,0,0,0,1,33,0,1,7,2,69.5,1,1
SYN-ADV-00969,486.55,2,0.03,0,0,0,0,2196,1,0,1,0,4.0,0,0
SYN-ADV-00970,1151.27,1,0.1,0,0,0,0,1733,1,0,2,0,6.7,0,0
SYN-ADV-00971,2774.85,2,0.04,0,0,0,0,254,1,0,2,0,21.2,0,0
SYN-ADV-00972,210.35,1,0.03,0,0,0,0,1366,1,0,1,0,3.7,0,0
SYN-ADV-00973,4089.31,2,0.18,0,0,0,0,856,1,0,1,0,14.3,0,0
SYN-ADV-00974,1076.58,2,0.03,0,0,0,0,2203,1,0,2,0,12.4,0,0
SYN-ADV-00975,255.86,2,0.15,0,0,0,0,1837,1,0,2,0,3.7,0,0
SYN-ADV-00976,4005.02,1,0.06,0,0,0,0,286,1,0,2,0,29.6,0,0
SYN-ADV-00977,3739.67,2,0.13,0,0,0,0,174,1,0,2,0,28.1,0,0
SYN-ADV-00978,500.0,8,0.19,1,1,1,1,18,0,1,7,2,93.8,1,1
SYN-ADV-00979,1301.04,1,0.11,0,0,0,0,170,0,0,3,0,12.5,1,0
SYN-ADV-00980,35428.21,4,0.53,0,1,0,0,76,1,0,4,0,11.1,1,0
SYN-ADV-00981,33147.46,4,0.23,0,0,0,0,507,1,0,5,0,25.1,0,0
SYN-ADV-00982,30228.74,3,0.25,1,0,1,1,1706,1,0,5,1,48.3,1,1
SYN-ADV-00983,1021.63,1,0.07,0,0,0,0,1680,1,0,2,0,5.1,0,0
SYN-ADV-00984,1500.0,1,0.03,1,1,1,1,15,0,1,1,0,32.1,1,1
SYN-ADV-00985,4500.0,2,0.16,1,1,1,0,9,0,1,7,2,81.2,1,1
SYN-ADV-00986,567.1,2,0.18,0,0,0,0,2036,1,0,1,0,13.8,0,0
SYN-ADV-00987,1500.0,1,0.11,0,1,1,1,3,0,1,1,0,17.2,0,1
SYN-ADV-00988,50.0,7,0.71,1,1,1,1,17,0,1,11,4,85.4,1,1
SYN-ADV-00989,25.0,1,0.12,1,0,1,0,12,0,1,1,0,23.1,1,1
SYN-ADV-00990,594.43,3,0.13,0,0,1,1,78,0,1,5,2,86.3,1,1
SYN-ADV-00991,56393.05,3,0.65,1,1,0,0,233,1,0,4,0,29.4,0,0
SYN-ADV-00992,40577.61,3,0.3,1,0,0,1,1272,1,0,4,1,45.5,1,1
SYN-ADV-00993,33018.05,4,0.13,0,0,0,0,943,1,0,8,0,46.5,0,0
SYN-ADV-00994,25000.0,6,0.25,1,1,1,0,30,0,1,8,4,80.1,0,1
SYN-ADV-00995,25.0,1,0.1,1,1,1,0,3,0,1,1,0,26.2,1,1
SYN-ADV-00996,11773.73,1,0.3,0,0,0,1,28,0,1,9,2,67.3,1,1
SYN-ADV-00997,69639.42,2,0.4,1,0,0,0,67,1,0,2,0,15.9,0,0
SYN-ADV-00998,1457.9,1,0.19,0,0,0,0,635,1,0,2,0,13.1,0,0
SYN-ADV-00999,3581.56,1,0.19,0,0,0,0,30,0,1,5,1,77.5,1,1
SYN-ADV-01000,4024.36,1,0.17,0,0,0,0,621,1,0,2,0,3.3,0,0
SYN-ADV-01001,38222.77,2,0.61,1,0,1,0,191,1,0,4,0,18.5,0,0
SYN-ADV-01002,13992.69,3,0.65,1,0,1,0,84,1,0,2,0,17.9,0,0
SYN-ADV-01003,10.0,6,0.21,1,1,1,1,24,0,1,9,3,91.3,1,1
SYN-ADV-01004,34529.0,4,0.57,1,1,1,0,121,1,0,2,0,17.0,0,0
SYN-ADV-01005,1595.03,2,0.16,0,0,0,0,663,1,0,2,0,14.5,0,0
SYN-ADV-01006,10.0,4,0.85,1,1,1,1,25,1,1,10,2,89.6,1,1
SYN-ADV-01007,1500.0,1,0.11,1,1,1,1,2,0,1,1,0,24.5,1,1
SYN-ADV-01008,3528.79,1,0.18,0,0,0,0,150,1,0,2,0,21.4,0,0
SYN-ADV-01009,10.0,2,0.78,1,1,1,1,17,0,0,11,2,76.6,1,1
SYN-ADV-01010,762.73,1,0.11,0,0,0,0,43,1,0,2,0,30.2,0,0
SYN-ADV-01011,37928.52,2,0.16,1,1,1,0,2366,1,0,6,1,50.5,1,1
SYN-ADV-01012,25203.33,3,0.24,0,0,0,0,919,1,0,7,0,32.4,0,0
SYN-ADV-01013,2929.31,2,0.15,0,0,0,0,1082,1,0,5,0,36.9,0,0
SYN-ADV-01014,8475.17,4,0.52,1,0,1,0,1871,1,0,7,1,51.8,0,1
SYN-ADV-01015,10.0,1,0.11,0,1,1,0,4,0,1,1,0,19.8,1,1
SYN-ADV-01016,22165.21,2,0.34,0,0,0,0,659,1,0,8,0,28.8,0,0
SYN-ADV-01017,609.09,2,0.04,0,0,0,0,1721,1,0,2,0,4.5,0,0
SYN-ADV-01018,10.0,1,0.08,1,1,1,1,2,0,1,1,0,11.6,1,1
SYN-ADV-01019,12546.4,4,0.16,0,0,0,0,1131,1,0,5,0,26.7,0,0
SYN-ADV-01020,10.0,1,0.12,1,1,1,0,1,0,1,1,0,34.5,1,1
SYN-ADV-01021,18757.02,3,0.33,0,0,0,0,923,1,0,7,0,47.3,0,0
SYN-ADV-01022,2569.26,1,0.07,0,0,0,0,2262,1,0,1,0,8.5,0,0
SYN-ADV-01023,1194.5,1,0.12,0,0,0,0,1765,1,0,2,0,9.6,0,0
SYN-ADV-01024,603.64,2,0.04,0,0,0,0,2096,1,0,1,0,13.5,0,0
SYN-ADV-01025,32753.13,2,0.51,1,0,1,0,1757,1,0,7,0,72.9,1,1
SYN-ADV-01026,1798.46,2,0.07,0,0,0,0,1964,1,0,1,0,13.6,0,0
SYN-ADV-01027,908.2,2,0.06,0,0,0,0,507,1,0,1,0,9.4,0,0
SYN-ADV-01028,715.82,1,0.16,0,0,0,0,784,1,0,2,0,9.1,0,0
SYN-ADV-01029,129.02,1,0.1,0,0,0,0,2062,1,0,2,0,4.2,0,0
SYN-ADV-01030,10.0,1,0.06,1,1,1,0,5,0,1,1,0,34.7,0,1
SYN-ADV-01031,40363.63,3,0.63,0,0,0,0,191,1,0,4,0,30.2,1,0
SYN-ADV-01032,72586.85,4,0.4,1,0,1,0,66,1,0,4,0,11.3,0,0
SYN-ADV-01033,731.54,1,0.04,0,0,0,0,631,1,0,2,0,6.9,0,0
SYN-ADV-01034,30249.45,2,0.22,0,0,0,0,653,1,0,5,0,29.8,0,0
SYN-ADV-01035,993.53,2,0.03,0,0,0,0,938,1,0,1,0,13.9,0,0
SYN-ADV-01036,641.11,2,0.05,0,0,0,0,1546,1,0,1,0,6.1,0,0
SYN-ADV-01037,778.3,2,0.05,0,0,0,0,2150,1,0,1,0,5.6,0,0
SYN-ADV-01038,8274.74,4,0.22,1,1,0,0,827,1,0,5,0,74.4,1,1
SYN-ADV-01039,2498.01,4,0.27,1,1,1,0,1310,1,0,6,0,60.7,1,1
SYN-ADV-01040,10.0,1,0.03,1,1,1,1,6,0,1,1,0,33.5,1,1
SYN-ADV-01041,27975.37,4,0.23,0,0,0,0,1114,1,0,9,0,30.9,0,0
SYN-ADV-01042,5265.14,3,0.11,0,0,0,0,28,0,0,9,3,84.0,0,1
SYN-ADV-01043,273.6,2,0.33,0,0,0,1,62,0,0,7,1,79.6,1,1
SYN-ADV-01044,26.39,1,0.05,0,0,0,0,968,1,0,2,0,11.1,0,0
SYN-ADV-01045,53075.47,3,0.39,0,0,0,0,52,1,0,3,0,10.4,0,0
SYN-ADV-01046,30702.14,4,0.25,0,0,0,0,646,1,0,8,0,31.5,0,0
SYN-ADV-01047,3941.65,2,0.11,0,0,0,0,1575,1,0,1,0,14.0,0,0
SYN-ADV-01048,4102.09,2,0.04,0,0,0,0,866,1,0,2,0,7.0,0,0
SYN-ADV-01049,175.41,2,0.13,0,0,0,0,606,1,0,1,0,12.5,0,0
SYN-ADV-01050,29758.67,4,0.2,0,1,1,0,1730,1,0,7,0,65.0,0,1
SYN-ADV-01051,4500.0,6,0.39,1,1,1,0,17,0,1,11,1,92.7,1,1
SYN-ADV-01052,565.72,2,0.18,0,0,0,0,1283,1,0,2,0,12.9,0,0
SYN-ADV-01053,15978.29,2,0.1,0,0,0,0,1110,1,0,8,0,20.9,0,0
SYN-ADV-01054,35887.19,3,0.3,0,0,1,0,1094,1,0,7,1,69.9,0,1
SYN-ADV-01055,1428.7,1,0.19,0,0,0,0,1799,1,0,1,0,7.2,0,0
SYN-ADV-01056,17675.49,3,0.29,1,0,0,0,245,1,0,4,0,30.2,0,0
SYN-ADV-01057,500.0,3,0.17,1,1,1,1,22,0,0,6,4,72.6,1,1
SYN-ADV-01058,209.97,2,0.05,0,0,0,0,1108,1,0,2,0,4.5,0,0
SYN-ADV-01059,1729.4,2,0.16,0,0,0,0,411,1,0,2,0,3.1,0,0
SYN-ADV-01060,10.0,7,0.84,1,1,0,1,7,0,0,6,1,82.9,1,1
SYN-ADV-01061,1866.89,2,0.03,0,0,0,0,289,1,0,2,0,3.0,0,0
SYN-ADV-01062,1271.61,1,0.05,0,0,0,0,1919,1,0,2,0,13.6,0,0
SYN-ADV-01063,4957.29,2,0.16,0,0,0,0,936,1,0,2,0,2.1,0,0
SYN-ADV-01064,26177.28,1,0.2,1,1,0,0,710,1,0,4,1,52.6,1,1
SYN-ADV-01065,19918.51,4,0.25,0,0,0,0,336,1,0,6,0,44.3,0,0
SYN-ADV-01066,10937.66,3,0.21,1,0,1,1,1108,1,0,3,1,61.5,1,1
SYN-ADV-01067,1519.21,2,0.09,0,0,0,0,1838,1,0,1,0,5.3,0,0
SYN-ADV-01068,3881.31,3,0.13,0,0,0,0,85,0,0,9,2,75.0,1,1
SYN-ADV-01069,11329.4,3,0.29,0,0,0,0,801,1,0,8,0,32.0,0,0
SYN-ADV-01070,14653.72,4,0.35,0,0,0,0,640,1,0,6,0,44.9,0,0
SYN-ADV-01071,372.47,2,0.12,0,0,0,0,1402,1,0,2,0,7.2,0,0
SYN-ADV-01072,100.0,1,0.09,1,1,1,1,3,0,1,1,0,29.5,1,1
SYN-ADV-01073,2762.57,1,0.15,0,0,0,0,1075,1,0,2,0,9.4,0,0
SYN-ADV-01074,1316.71,1,0.11,0,0,0,0,338,1,0,3,0,30.6,0,0
SYN-ADV-01075,420.49,1,0.12,0,0,0,0,1927,1,0,2,0,6.1,0,0
SYN-ADV-01076,8906.51,3,0.25,0,0,0,0,1194,1,0,7,0,31.8,0,0
SYN-ADV-01077,50.0,6,0.35,1,1,1,0,30,0,1,12,3,74.9,0,1
SYN-ADV-01078,2404.77,3,0.33,0,0,1,0,18,0,0,7,3,71.9,1,1
SYN-ADV-01079,11381.38,4,0.45,1,0,0,0,297,1,0,2,0,28.5,0,0
SYN-ADV-01080,50.0,2,0.72,1,0,0,0,10,0,1,10,1,92.6,1,1
SYN-ADV-01081,10.0,1,0.03,0,1,1,0,13,0,1,1,0,19.5,1,1
SYN-ADV-01082,1340.04,2,0.03,0,0,0,0,1507,1,0,1,0,11.8,0,0
SYN-ADV-01083,2017.68,2,0.13,0,0,0,0,701,1,0,1,0,9.5,0,0
SYN-ADV-01084,34231.36,3,0.33,0,0,0,0,674,1,0,6,0,22.6,0,0
SYN-ADV-01085,165.92,1,0.08,0,0,0,0,1192,1,0,1,0,11.0,0,0
SYN-ADV-01086,4500.0,2,0.26,1,1,1,1,13,0,1,10,3,87.6,1,1
SYN-ADV-01087,13452.84,3,0.34,1,0,0,0,148,1,0,2,0,11.5,0,0
SYN-ADV-01088,81119.57,2,0.31,1,0,1,0,280,1,0,2,0,20.5,0,0
SYN-ADV-01089,410.84,1,0.19,0,0,0,0,544,1,0,2,0,7.6,0,0
SYN-ADV-01090,23345.28,3,0.17,1,1,0,0,1565,1,0,4,1,57.1,1,1
SYN-ADV-01091,44489.3,5,0.29,1,1,1,0,103,1,0,2,0,22.7,0,0
SYN-ADV-01092,6622.7,2,0.05,0,0,0,0,1857,1,0,2,0,7.1,0,0
SYN-ADV-01093,500.0,5,0.25,1,1,1,1,26,0,1,12,3,90.8,1,1
SYN-ADV-01094,10.0,1,0.04,1,1,0,0,7,0,1,1,0,18.4,1,1
SYN-ADV-01095,4848.5,1,0.42,0,1,1,1,924,1,0,3,0,62.0,0,1
SYN-ADV-01096,1911.63,1,0.15,0,0,0,0,584,1,0,1,0,6.0,0,0
SYN-ADV-01097,41209.31,4,0.65,1,0,0,0,51,1,0,3,0,25.6,0,0
SYN-ADV-01098,4313.39,2,0.05,0,0,0,0,381,1,0,2,0,37.4,0,0
SYN-ADV-01099,179.91,1,0.08,0,0,0,0,326,1,0,1,0,9.5,0,0
SYN-ADV-01100,39457.64,3,0.55,1,0,0,0,185,0,0,4,0,22.0,0,0
SYN-ADV-01101,75087.43,3,0.36,1,0,0,0,258,0,0,3,0,16.8,1,0
SYN-ADV-01102,139.13,2,0.17,0,0,0,0,703,1,0,2,0,12.3,0,0
SYN-ADV-01103,3384.18,2,0.06,0,0,0,0,234,1,0,2,0,14.1,0,0
SYN-ADV-01104,50.0,6,0.83,1,1,1,1,28,0,1,8,3,90.2,1,1
SYN-ADV-01105,400.55,1,0.09,0,0,0,0,202,1,0,1,0,5.3,0,0
SYN-ADV-01106,122.93,2,0.16,0,0,0,0,2256,1,0,1,0,14.4,0,0
SYN-ADV-01107,120.01,1,0.2,0,0,0,0,1005,1,0,2,0,9.6,0,0
SYN-ADV-01108,1264.79,1,0.06,0,0,0,1,59,0,0,4,2,86.2,1,1
SYN-ADV-01109,20458.01,3,0.51,1,0,1,0,1108,1,0,5,1,53.9,0,1
SYN-ADV-01110,8459.6,3,0.13,0,0,0,0,719,1,0,8,0,39.4,0,0
SYN-ADV-01111,59813.06,4,0.44,1,0,0,0,59,0,0,2,0,31.1,0,0
SYN-ADV-01112,603.08,2,0.16,0,0,0,0,2297,1,0,2,0,3.7,0,0
SYN-ADV-01113,1675.66,2,0.02,0,0,0,0,1808,1,0,1,0,7.2,0,0
SYN-ADV-01114,4536.93,3,0.19,0,0,1,1,23,0,1,6,3,76.1,1,1
SYN-ADV-01115,33710.57,1,0.47,1,1,0,1,2083,1,0,4,1,54.3,0,1
SYN-ADV-01116,1500.0,1,0.13,1,1,1,0,9,0,1,1,0,12.4,1,1
SYN-ADV-01117,108.04,2,0.08,0,0,0,0,698,1,0,2,0,7.3,0,0
SYN-ADV-01118,70621.68,4,0.58,1,0,0,0,266,1,0,2,0,14.1,0,0
SYN-ADV-01119,1019.72,1,0.13,0,0,0,0,178,1,1,3,0,21.6,1,0
SYN-ADV-01120,1771.8,1,0.1,0,0,0,0,1940,1,0,1,0,2.4,0,0
SYN-ADV-01121,1166.25,2,0.01,0,0,0,0,1440,1,0,1,0,10.4,0,0
SYN-ADV-01122,912.77,2,0.02,0,0,0,0,1652,1,0,1,0,8.1,0,0
SYN-ADV-01123,11499.38,2,0.21,0,0,0,0,1056,1,0,9,0,25.9,0,0
SYN-ADV-01124,1655.04,2,0.11,0,0,0,0,914,1,0,1,0,6.6,0,0
SYN-ADV-01125,13526.96,4,0.36,0,0,0,0,323,1,0,7,0,42.0,0,0
